"AGENCY 0","DATA 0","DATA TYPE 0","LOCATION 0","LOCATION TYPE 0","SOURCE 0","SOURCE TYPE 0","SUBJECT 0","TIME 0","TIME TYPE 0"
"National Centers for Environmental Information","0.80796870213707","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1901-08","ISO_DATE"
"National Centers for Environmental Information","-1.1648771057769003","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1965-10","ISO_DATE"
"National Centers for Environmental Information","-2.400732155770755","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1927-08","ISO_DATE"
"National Centers for Environmental Information","1.2676048996474905","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1947-01","ISO_DATE"
"National Centers for Environmental Information","0.03896527500750583","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1964-06","ISO_DATE"
"National Centers for Environmental Information","0.25073307396134475","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1948-06","ISO_DATE"
"National Centers for Environmental Information","-1.6625312475698462","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1947-03","ISO_DATE"
"National Centers for Environmental Information","-0.44512035451615706","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1929-01","ISO_DATE"
"National Centers for Environmental Information","0.2449129453516687","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1970-12","ISO_DATE"
"National Centers for Environmental Information","0.006587404823706362","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1928-01","ISO_DATE"
"National Centers for Environmental Information","0.9707435904043983","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1900-06","ISO_DATE"
"National Centers for Environmental Information","-0.968665845206662","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2002-05","ISO_DATE"
"National Centers for Environmental Information","0.5820984043076444","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1983-02","ISO_DATE"
"National Centers for Environmental Information","-1.4158647606778405","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2001-07","ISO_DATE"
"National Centers for Environmental Information","0.006587404823706362","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1997-01","ISO_DATE"
"National Centers for Environmental Information","0.45144638459175673","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1978-08","ISO_DATE"
"National Centers for Environmental Information","-0.7963817268168425","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2000-08","ISO_DATE"
"National Centers for Environmental Information","0.6465067305551787","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1951-01","ISO_DATE"
"National Centers for Environmental Information","0.7951819258300082","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1979-03","ISO_DATE"
"National Centers for Environmental Information","0.43392790139297144","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1981-02","ISO_DATE"
"National Centers for Environmental Information","-0.30616354019203773","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1896-08","ISO_DATE"
"National Centers for Environmental Information","0.1318200512202893","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1945-07","ISO_DATE"
"National Centers for Environmental Information","2.7613524645498906","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2012-03","ISO_DATE"
"National Centers for Environmental Information","0.406881094898595","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1913-08","ISO_DATE"
"National Centers for Environmental Information","-0.09525246615943257","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","2013-02","ISO_DATE"
"National Centers for Environmental Information","-0.7502836324590063","STRING","Allegheny","COUNTY","https://www.ncei.noaa.gov/pub/data/cirs/climdiv/","URL","difference from the current month’s average temperature and the historic average over the noted time span in standard deviations (z-score) Split By FIPS","1944-04","ISO_DATE"
